,0: 0.0E+00 0.0E+00,1: 0.0E+00 0.0E+00,2: 0.0E+00 0.0E+00,3: 0.0E+00 0.0E+00,4: 0.0E+00 0.0E+00,5: 0.0E+00 0.0E+00
475.0,-0.0906277,-0.0311959,0.0258774,0.0851856,0.0972683,1.24841
475.2,-0.0901122,-0.0306386,0.0249802,0.0834476,0.097386,1.24805
475.4,-0.0900279,-0.0308169,0.0248688,0.0838975,0.0969778,1.24835
475.6,-0.0896903,-0.0299818,0.0258885,0.0832271,0.0979521,1.24765
475.8,-0.089926,-0.0290969,0.0258815,0.0832329,0.0982331,1.24737
476.0,-0.090128,-0.0285401,0.0265035,0.0840968,0.0980357,1.24781
476.2,-0.0909469,-0.0295478,0.0271163,0.0854247,0.0975174,1.24737
476.4,-0.0917414,-0.0300081,0.0277503,0.0857435,0.0977589,1.24677
476.6,-0.0928016,-0.0300927,0.0269763,0.0859036,0.0978352,1.24804
476.8,-0.0921984,-0.0304216,0.0268343,0.0858392,0.0978802,1.24857
477.0,-0.0922091,-0.0310685,0.0262678,0.0855955,0.0983252,1.24908
477.2,-0.0919213,-0.0299596,0.0257225,0.084485,0.0997131,1.2488
477.4,-0.0917442,-0.0300069,0.0245642,0.0841485,0.0994828,1.24869
477.6,-0.091496,-0.0300921,0.02577,0.084354,0.0987041,1.24785
477.8,-0.0913103,-0.0305154,0.0257052,0.0847676,0.0991631,1.2478
478.0,-0.0911822,-0.0308293,0.0268851,0.0839438,0.0997528,1.24636
478.2,-0.0919014,-0.031362,0.027144,0.0844549,0.0984862,1.24695
478.4,-0.0916482,-0.0305276,0.0279351,0.084957,0.0993546,1.24741
478.6,-0.0915063,-0.0301847,0.0277098,0.0848514,0.0987709,1.24721
478.8,-0.0923244,-0.0298613,0.0281613,0.0845777,0.0977387,1.2469
479.0,-0.0925337,-0.0296076,0.0265537,0.0850033,0.09677,1.24828
479.2,-0.0907514,-0.0299138,0.0269667,0.0849712,0.0966406,1.24757
479.4,-0.0911324,-0.0295071,0.0269742,0.0841332,0.0956818,1.24752
479.6,-0.0914496,-0.0296107,0.0254203,0.0843265,0.0962736,1.24845
479.8,-0.0911371,-0.0296072,0.0256481,0.084678,0.0966003,1.2495
480.0,-0.0917961,-0.0290125,0.0263472,0.0836641,0.0973931,1.24831
480.2,-0.0931536,-0.0284621,0.0262403,0.0831642,0.0974213,1.24876
480.4,-0.0927354,-0.0286293,0.0257266,0.0839179,0.0975782,1.24841
480.6,-0.0916624,-0.0282688,0.0269893,0.0837695,0.0976107,1.24832
480.8,-0.0915252,-0.0282378,0.0266733,0.0834281,0.0974096,1.24758
481.0,-0.0914662,-0.0288192,0.0269894,0.084025,0.0980851,1.24931
481.2,-0.0907009,-0.0296603,0.02683,0.0847589,0.0976156,1.24923
481.4,-0.0907902,-0.0304427,0.0265822,0.0853133,0.0982233,1.24998
481.6,-0.0917114,-0.0312123,0.0263105,0.0853956,0.0978291,1.24947
481.8,-0.0918286,-0.0300831,0.0260698,0.0859391,0.0973889,1.24975
482.0,-0.091059,-0.0297021,0.0246442,0.0868335,0.0970473,1.24857
482.2,-0.0922474,-0.0297833,0.0250575,0.0857742,0.096246,1.24937
482.4,-0.0927876,-0.0291096,0.025516,0.0853103,0.0960895,1.24952
482.6,-0.0929816,-0.0298483,0.0255489,0.0846865,0.0964599,1.2498
482.8,-0.0937297,-0.0306761,0.0259035,0.0838814,0.0976477,1.24997
483.0,-0.0936505,-0.0300694,0.0264454,0.0841115,0.0965752,1.25093
483.2,-0.0932125,-0.0299909,0.026625,0.0854637,0.0979025,1.2504
483.4,-0.092461,-0.0305958,0.0267351,0.0855164,0.0973109,1.24964
483.6,-0.0927189,-0.0292839,0.0266708,0.0855613,0.0972001,1.25039
483.8,-0.0918077,-0.0298586,0.027359,0.0861334,0.0967278,1.25012
484.0,-0.0923396,-0.0306254,0.0276565,0.0849719,0.0972741,1.2488
484.2,-0.0923585,-0.030689,0.0272832,0.0835771,0.0976768,1.24806
484.4,-0.0922557,-0.03013,0.0269791,0.0836482,0.0983208,1.24808
484.6,-0.0915938,-0.030688,0.0258627,0.0850183,0.0976283,1.24672
484.8,-0.0912289,-0.0300711,0.026014,0.0845866,0.0977285,1.24687
485.0,-0.0908047,-0.0301922,0.026987,0.0851955,0.0975486,1.24753
485.2,-0.0911111,-0.0293017,0.0259758,0.0862302,0.096937,1.24739
485.4,-0.0918276,-0.029325,0.0260251,0.0854939,0.09643,1.2476
485.6,-0.0919697,-0.0289901,0.026657,0.0848631,0.0979524,1.24777
485.8,-0.0928262,-0.0283627,0.0259666,0.0848482,0.0977559,1.24818
486.0,-0.0941906,-0.0277168,0.0247205,0.084509,0.0973534,1.24772
486.2,-0.0935506,-0.0287212,0.0254271,0.0836869,0.0975957,1.24857
486.4,-0.093187,-0.0296164,0.0255884,0.083423,0.0972845,1.24834
486.6,-0.0932538,-0.0297455,0.025691,0.0829748,0.0968668,1.24889
486.8,-0.0932071,-0.0302221,0.0252451,0.0831729,0.0967812,1.24871
487.0,-0.0914293,-0.0307086,0.0261295,0.0831515,0.0973947,1.2491
487.2,-0.0916656,-0.0309957,0.0259564,0.0830804,0.0983252,1.24769
487.4,-0.0907234,-0.0297934,0.0262058,0.0833871,0.098653,1.24775
487.6,-0.0911313,-0.0298389,0.026901,0.0841343,0.0977433,1.24705
487.8,-0.0908277,-0.030282,0.0271535,0.0835825,0.0981533,1.24635
488.0,-0.0918094,-0.0300828,0.02648,0.0839282,0.0976019,1.24591
488.2,-0.0923855,-0.0296861,0.0261798,0.0846288,0.096931,1.24782
488.4,-0.0930048,-0.0296983,0.0262455,0.0847313,0.0968652,1.24854
488.6,-0.0926557,-0.029679,0.0253168,0.0840484,0.0973637,1.24875
488.8,-0.0932736,-0.0303031,0.02479,0.0844127,0.0972797,1.24941
489.0,-0.0923248,-0.0301518,0.0258345,0.0838584,0.0977832,1.25041
489.2,-0.0919297,-0.0305921,0.0254163,0.0840872,0.0972695,1.24916
489.4,-0.0925427,-0.0311108,0.0249568,0.0834581,0.0975718,1.24843
489.6,-0.0925131,-0.0315014,0.0255561,0.0832022,0.0975444,1.24902
489.8,-0.0925729,-0.0310603,0.0255175,0.0833255,0.0973055,1.24926
490.0,-0.0936896,-0.03139,0.0242063,0.0835251,0.0967952,1.2484
490.2,-0.0941128,-0.0303919,0.0248838,0.0827154,0.0963236,1.24944
490.4,-0.0943073,-0.0301783,0.0244902,0.0836064,0.0963578,1.24986
490.6,-0.0948554,-0.0302017,0.0245235,0.0842494,0.0956045,1.2497
490.8,-0.0936662,-0.0297129,0.0252314,0.0835654,0.0957159,1.2491
491.0,-0.0935922,-0.0292661,0.0258635,0.0838547,0.0953611,1.2491
491.2,-0.0926899,-0.0293235,0.0264465,0.0842376,0.0959363,1.24902
491.4,-0.0933317,-0.0292853,0.0271183,0.0846094,0.0954313,1.24839
491.6,-0.0934825,-0.0286053,0.0269442,0.0842732,0.0954077,1.24757
491.8,-0.094916,-0.0292328,0.0271758,0.0854203,0.0950468,1.24776
492.0,-0.0945403,-0.0302119,0.027278,0.0849991,0.0948227,1.24818
492.2,-0.0952554,-0.0305111,0.0283889,0.0847044,0.0950818,1.2483
492.4,-0.0944471,-0.031227,0.0287287,0.0839645,0.09503,1.24879
492.6,-0.0937301,-0.0314846,0.0286613,0.0836532,0.0961327,1.24886
492.8,-0.0931433,-0.032073,0.0274992,0.083532,0.0967647,1.24845
493.0,-0.0930699,-0.0310011,0.027913,0.083442,0.0976627,1.24784
493.2,-0.0934006,-0.0310347,0.0268231,0.0836966,0.0977165,1.24815
493.4,-0.0938179,-0.0310098,0.0268717,0.0837207,0.0978762,1.24802
493.6,-0.0944275,-0.0317483,0.0273036,0.0833443,0.0971554,1.24885
493.8,-0.0944993,-0.0309578,0.0280765,0.0825713,0.0959332,1.24857
494.0,-0.0948367,-0.0320332,0.0270459,0.0832191,0.0962547,1.24834
494.2,-0.0945262,-0.0321625,0.0267311,0.0832256,0.096727,1.24771
494.4,-0.0927603,-0.0318089,0.0267067,0.0838832,0.0970704,1.24761
494.6,-0.0921187,-0.0302938,0.0255937,0.0854379,0.0971963,1.24734
494.8,-0.0923357,-0.03034,0.0259165,0.0858554,0.0974996,1.24745
495.0,-0.0921154,-0.0305448,0.0259798,0.0853691,0.0980123,1.24748
495.2,-0.0922514,-0.0303933,0.0255885,0.0851166,0.0975261,1.24751
495.4,-0.0928603,-0.029709,0.0248315,0.0846922,0.0977087,1.24825
495.6,-0.0934415,-0.0309723,0.0260777,0.0841115,0.0980385,1.24814
495.8,-0.0935269,-0.0307944,0.0248059,0.0840049,0.0992943,1.24926
496.0,-0.094846,-0.029868,0.0252839,0.0849558,0.0970554,1.25025
496.2,-0.0943752,-0.0300068,0.0251107,0.0853077,0.0963385,1.24951
496.4,-0.095687,-0.0297241,0.025258,0.0848507,0.0958738,1.24905
496.6,-0.0954803,-0.0292928,0.0242229,0.0852208,0.095943,1.24908
496.8,-0.094636,-0.0294341,0.0254054,0.0856523,0.0951796,1.24819
497.0,-0.0938127,-0.0300989,0.025571,0.0843543,0.0961778,1.24778
497.2,-0.09358,-0.0312351,0.0249698,0.0841219,0.0967714,1.24856
497.4,-0.0933381,-0.032596,0.0254802,0.0844519,0.0967738,1.24748
497.6,-0.0942461,-0.0324052,0.0255225,0.0836417,0.0966096,1.2476
497.8,-0.0954467,-0.0326637,0.0250358,0.0827662,0.0960292,1.2476
498.0,-0.0949305,-0.0325243,0.0247922,0.0835758,0.0967532,1.24685
498.2,-0.094861,-0.0320201,0.0262282,0.083656,0.0962926,1.24632
498.4,-0.0948484,-0.031219,0.0251355,0.0834767,0.0971777,1.24753
498.6,-0.0943736,-0.0320455,0.0257925,0.0841975,0.0970851,1.24776
498.8,-0.0932278,-0.0310202,0.0257515,0.0841423,0.0971316,1.24761
499.0,-0.0933548,-0.0306107,0.0258738,0.0840652,0.0972689,1.24868
499.2,-0.0937833,-0.0311951,0.0245786,0.0837549,0.0977706,1.24915
499.4,-0.0938397,-0.0316354,0.0247378,0.0843976,0.0974217,1.2484
499.6,-0.0936491,-0.0316933,0.0244237,0.0836414,0.096691,1.24826
499.8,-0.0939577,-0.0326703,0.0248015,0.0837125,0.0973245,1.24819
500.0,,,,,,1.24752
500.2,,,,,,1.24709
500.4,,,,,,1.24719
500.6,,,,,,1.24641
500.8,,,,,,1.24652
501.0,,,,,,1.24678
501.2,,,,,,1.24748
501.4,,,,,,1.24823
501.6,,,,,,1.24895
501.8,,,,,,1.24853
502.0,,,,,,1.2485
502.2,,,,,,1.2479
502.4,,,,,,1.2475
502.6,,,,,,1.2478
502.8,,,,,,1.24779
503.0,,,,,,1.24623
503.2,,,,,,1.24521
503.4,,,,,,1.2449
503.6,,,,,,1.24407
503.8,,,,,,1.24484
504.0,,,,,,1.2463
504.2,,,,,,1.24696
504.4,,,,,,1.24682
504.6,,,,,,1.24632
504.8,,,,,,1.24554
505.0,,,,,,1.2457
505.2,,,,,,1.24633
505.4,,,,,,1.24724
505.6,,,,,,1.24768
505.8,,,,,,1.24793
506.0,,,,,,1.24801
506.2,,,,,,1.24787
506.4,,,,,,1.2467
506.6,,,,,,1.24685
506.8,,,,,,1.24703
507.0,,,,,,1.24696
507.2,,,,,,1.24742
507.4,,,,,,1.24732
507.6,,,,,,1.24771
507.8,,,,,,1.24829
508.0,,,,,,1.24787
508.2,,,,,,1.24694
508.4,,,,,,1.24747
508.6,,,,,,1.24712
508.8,,,,,,1.24617
509.0,,,,,,1.24799
509.2,,,,,,1.24921
509.4,,,,,,1.24908
509.6,,,,,,1.24937
509.8,,,,,,1.25006
510.0,,,,,,1.24806
510.2,,,,,,1.24639
510.4,,,,,,1.24658
510.6,,,,,,1.24618
510.8,,,,,,1.24554
511.0,,,,,,1.24541
511.2,,,,,,1.24575
511.4,,,,,,1.2455
511.6,,,,,,1.24499
511.8,,,,,,1.24468
512.0,,,,,,1.24518
512.2,,,,,,1.24542
512.4,,,,,,1.24567
512.6,,,,,,1.24629
512.8,,,,,,1.24673
513.0,,,,,,1.24659
513.2,,,,,,1.24637
513.4,,,,,,1.24689
513.6,,,,,,1.24738
513.8,,,,,,1.24716
514.0,,,,,,1.24695
514.2,,,,,,1.24694
514.4,,,,,,1.24637
514.6,,,,,,1.24503
514.8,,,,,,1.24569
515.0,,,,,,1.24595
515.2,,,,,,1.24605
515.4,,,,,,1.24697
515.6,,,,,,1.24775
515.8,,,,,,1.24764
516.0,,,,,,1.24724
516.2,,,,,,1.2477
516.4,,,,,,1.24597
516.6,,,,,,1.24589
516.8,,,,,,1.24499
517.0,,,,,,1.24523
517.2,,,,,,1.24511
517.4,,,,,,1.24563
517.6,,,,,,1.24575
517.8,,,,,,1.2463
518.0,,,,,,1.24561
518.2,,,,,,1.24508
518.4,,,,,,1.24524
518.6,,,,,,1.24525
518.8,,,,,,1.24544
519.0,,,,,,1.24583
519.2,,,,,,1.24572
519.4,,,,,,1.24607
519.6,,,,,,1.24593
519.8,,,,,,1.24556
520.0,,,,,,1.2465
520.2,,,,,,1.24595
520.4,,,,,,1.245
520.6,,,,,,1.24502
520.8,,,,,,1.24568
521.0,,,,,,1.2454
521.2,,,,,,1.24592
521.4,,,,,,1.24609
521.6,,,,,,1.24602
521.8,,,,,,1.24524
522.0,,,,,,1.24472
522.2,,,,,,1.24528
522.4,,,,,,1.24543
522.6,,,,,,1.2452
522.8,,,,,,1.24578
523.0,,,,,,1.24578
523.2,,,,,,1.24619
523.4,,,,,,1.24595
523.6,,,,,,1.24657
523.8,,,,,,1.24592
524.0,,,,,,1.24615
524.2,,,,,,1.24578
524.4,,,,,,1.24629
524.6,,,,,,1.24554
524.8,,,,,,1.24614
525.0,,,,,,1.24613
525.2,,,,,,1.24647
525.4,,,,,,1.24651
525.6,,,,,,1.24716
525.8,,,,,,1.24727
526.0,,,,,,1.2468
526.2,,,,,,1.24592
526.4,,,,,,1.24561
526.6,,,,,,1.24486
526.8,,,,,,1.24453
527.0,,,,,,1.24471
527.2,,,,,,1.24498
527.4,,,,,,1.24545
527.6,,,,,,1.2458
527.8,,,,,,1.24586
528.0,,,,,,1.24698
528.2,,,,,,1.24636
528.4,,,,,,1.24567
528.6,,,,,,1.24566
528.8,,,,,,1.2454
529.0,,,,,,1.24463
529.2,,,,,,1.24503
529.4,,,,,,1.245
529.6,,,,,,1.24538
529.8,,,,,,1.24543
530.0,,,,,,1.24631
530.2,,,,,,1.24626
530.4,,,,,,1.24658
530.6,,,,,,1.24663
530.8,,,,,,1.24668
531.0,,,,,,1.24593
531.2,,,,,,1.24593
531.4,,,,,,1.24541
531.6,,,,,,1.24623
531.8,,,,,,1.24679
532.0,,,,,,1.24627
532.2,,,,,,1.24653
532.4,,,,,,1.24675
532.6,,,,,,1.24621
532.8,,,,,,1.245
533.0,,,,,,1.24485
533.2,,,,,,1.24427
533.4,,,,,,1.24458
533.6,,,,,,1.24334
533.8,,,,,,1.2442
534.0,,,,,,1.2441
534.2,,,,,,1.24457
534.4,,,,,,1.24463
534.6,,,,,,1.24474
534.8,,,,,,1.2444
535.0,,,,,,1.24455
535.2,,,,,,1.24347
535.4,,,,,,1.24362
535.6,,,,,,1.24479
535.8,,,,,,1.24417
536.0,,,,,,1.24419
536.2,,,,,,1.24552
536.4,,,,,,1.24476
536.6,,,,,,1.24423
536.8,,,,,,1.24506
537.0,,,,,,1.24567
537.2,,,,,,1.24504
537.4,,,,,,1.24535
537.6,,,,,,1.24535
537.8,,,,,,1.24554
538.0,,,,,,1.24602
538.2,,,,,,1.24741
538.4,,,,,,1.24707
538.6,,,,,,1.24693
538.8,,,,,,1.24661
539.0,,,,,,1.24546
539.2,,,,,,1.24389
539.4,,,,,,1.24433
539.6,,,,,,1.24411
539.8,,,,,,1.24391
540.0,,,,,,1.24517
540.2,,,,,,1.24484
540.4,,,,,,1.24495
540.6,,,,,,1.24509
540.8,,,,,,1.24489
541.0,,,,,,1.24345
541.2,,,,,,1.24333
541.4,,,,,,1.24385
541.6,,,,,,1.24376
541.8,,,,,,1.24435
542.0,,,,,,1.24398
542.2,,,,,,1.24444
542.4,,,,,,1.24381
542.6,,,,,,1.24428
542.8,,,,,,1.24452
543.0,,,,,,1.24519
543.2,,,,,,1.24489
543.4,,,,,,1.24522
543.6,,,,,,1.24551
543.8,,,,,,1.24526
544.0,,,,,,1.2453
544.2,,,,,,1.24514
544.4,,,,,,1.24528
544.6,,,,,,1.24408
544.8,,,,,,1.24377
545.0,,,,,,1.24399
545.2,,,,,,1.24503
545.4,,,,,,1.24483
545.6,,,,,,1.24569
545.8,,,,,,1.24561
546.0,,,,,,1.24487
546.2,,,,,,1.24543
546.4,,,,,,1.24515
546.6,,,,,,1.24513
546.8,,,,,,1.24555
547.0,,,,,,1.24583
547.2,,,,,,1.24501
547.4,,,,,,1.24484
547.6,,,,,,1.24493
547.8,,,,,,1.24565
548.0,,,,,,1.24554
548.2,,,,,,1.24502
548.4,,,,,,1.24479
548.6,,,,,,1.24432
548.8,,,,,,1.24367
549.0,,,,,,1.24343
549.2,,,,,,1.24376
549.4,,,,,,1.24423
549.6,,,,,,1.2444
549.8,,,,,,1.24472
550.0,,,,,,1.24591
550.2,,,,,,1.24632
550.4,,,,,,1.24602
550.6,,,,,,1.24587
550.8,,,,,,1.24493
551.0,,,,,,1.24414
551.2,,,,,,1.24397
551.4,,,,,,1.24413
551.6,,,,,,1.24257
551.8,,,,,,1.2431
552.0,,,,,,1.24277
552.2,,,,,,1.24266
552.4,,,,,,1.24244
552.6,,,,,,1.24404
552.8,,,,,,1.24353
553.0,,,,,,1.24477
553.2,,,,,,1.24466
553.4,,,,,,1.24512
553.6,,,,,,1.24492
553.8,,,,,,1.24578
554.0,,,,,,1.24455
554.2,,,,,,1.24547
554.4,,,,,,1.24586
554.6,,,,,,1.2466
554.8,,,,,,1.2457
555.0,,,,,,1.24607
555.2,,,,,,1.24527
555.4,,,,,,1.24423
555.6,,,,,,1.24373
555.8,,,,,,1.24441
556.0,,,,,,1.24455
556.2,,,,,,1.24452
556.4,,,,,,1.24428
556.6,,,,,,1.2444
556.8,,,,,,1.24373
557.0,,,,,,1.24379
557.2,,,,,,1.24426
557.4,,,,,,1.24589
557.6,,,,,,1.24579
557.8,,,,,,1.24605
558.0,,,,,,1.24631
558.2,,,,,,1.24609
558.4,,,,,,1.24583
558.6,,,,,,1.24574
558.8,,,,,,1.24615
559.0,,,,,,1.24617
559.2,,,,,,1.24567
559.4,,,,,,1.24474
559.6,,,,,,1.24448
559.8,,,,,,1.24353
560.0,,,,,,1.24348
560.2,,,,,,1.24349
560.4,,,,,,1.24398
560.6,,,,,,1.24426
560.8,,,,,,1.24463
561.0,,,,,,1.24409
561.2,,,,,,1.24475
561.4,,,,,,1.24395
561.6,,,,,,1.24411
561.8,,,,,,1.24407
562.0,,,,,,1.24365
562.2,,,,,,1.24256
562.4,,,,,,1.24335
562.6,,,,,,1.24273
562.8,,,,,,1.24351
563.0,,,,,,1.24389
563.2,,,,,,1.24535
563.4,,,,,,1.24455
563.6,,,,,,1.24463
563.8,,,,,,1.2444
564.0,,,,,,1.24432
564.2,,,,,,1.24325
564.4,,,,,,1.24355
564.6,,,,,,1.24364
564.8,,,,,,1.24259
565.0,,,,,,1.24204
565.2,,,,,,1.24249
565.4,,,,,,1.24299
565.6,,,,,,1.24266
565.8,,,,,,1.24306
566.0,,,,,,1.24351
566.2,,,,,,1.24277
566.4,,,,,,1.24241
566.6,,,,,,1.24274
566.8,,,,,,1.24259
567.0,,,,,,1.2426
567.2,,,,,,1.24285
567.4,,,,,,1.24303
567.6,,,,,,1.24244
567.8,,,,,,1.24318
568.0,,,,,,1.24368
568.2,,,,,,1.2433
568.4,,,,,,1.24293
568.6,,,,,,1.24324
568.8,,,,,,1.24322
569.0,,,,,,1.24293
569.2,,,,,,1.24328
569.4,,,,,,1.24379
569.6,,,,,,1.24451
569.8,,,,,,1.2437
570.0,,,,,,1.24375
570.2,,,,,,1.2438
570.4,,,,,,1.2434
570.6,,,,,,1.24317
570.8,,,,,,1.24307
571.0,,,,,,1.24266
571.2,,,,,,1.24341
571.4,,,,,,1.24399
571.6,,,,,,1.24437
571.8,,,,,,1.24485
572.0,,,,,,1.24516
572.2,,,,,,1.2452
572.4,,,,,,1.24495
572.6,,,,,,1.24403
572.8,,,,,,1.24484
573.0,,,,,,1.24549
573.2,,,,,,1.24479
573.4,,,,,,1.24474
573.6,,,,,,1.24457
573.8,,,,,,1.24489
574.0,,,,,,1.2443
574.2,,,,,,1.24457
574.4,,,,,,1.24461
574.6,,,,,,1.24507
574.8,,,,,,1.24367
575.0,,,,,,1.2432
575.2,,,,,,1.24222
575.4,,,,,,1.24164
575.6,,,,,,1.24162
575.8,,,,,,1.24252
576.0,,,,,,1.24321
576.2,,,,,,1.24428
576.4,,,,,,1.24416
576.6,,,,,,1.24467
576.8,,,,,,1.24475
577.0,,,,,,1.24479
577.2,,,,,,1.24398
577.4,,,,,,1.24362
577.6,,,,,,1.24307
577.8,,,,,,1.24156
578.0,,,,,,1.24066
578.2,,,,,,1.24101
578.4,,,,,,1.24128
578.6,,,,,,1.24093
578.8,,,,,,1.24308
579.0,,,,,,1.24312
579.2,,,,,,1.24316
579.4,,,,,,1.24324
579.6,,,,,,1.24414
579.8,,,,,,1.2428
580.0,,,,,,1.24291
580.2,,,,,,1.243
580.4,,,,,,1.24315
580.6,,,,,,1.24314
580.8,,,,,,1.24203
581.0,,,,,,1.2423
581.2,,,,,,1.24305
581.4,,,,,,1.24334
581.6,,,,,,1.24225
581.8,,,,,,1.24339
582.0,,,,,,1.24277
582.2,,,,,,1.24161
582.4,,,,,,1.24247
582.6,,,,,,1.24314
582.8,,,,,,1.24277
583.0,,,,,,1.24425
583.2,,,,,,1.2449
583.4,,,,,,1.24383
583.6,,,,,,1.24354
583.8,,,,,,1.24428
584.0,,,,,,1.24464
584.2,,,,,,1.24371
584.4,,,,,,1.2432
584.6,,,,,,1.24384
584.8,,,,,,1.24291
585.0,,,,,,1.24068
585.2,,,,,,1.24261
585.4,,,,,,1.24333
585.6,,,,,,1.24304
585.8,,,,,,1.24339
586.0,,,,,,1.24416
586.2,,,,,,1.24302
586.4,,,,,,1.24279
586.6,,,,,,1.24264
586.8,,,,,,1.24339
587.0,,,,,,1.24346
587.2,,,,,,1.24283
587.4,,,,,,1.24286
587.6,,,,,,1.24309
587.8,,,,,,1.24289
588.0,,,,,,1.24377
588.2,,,,,,1.24492
588.4,,,,,,1.2447
588.6,,,,,,1.24463
588.8,,,,,,1.24441
589.0,,,,,,1.2437
589.2,,,,,,1.24369
589.4,,,,,,1.2434
589.6,,,,,,1.24397
589.8,,,,,,1.24323
590.0,,,,,,1.24381
590.2,,,,,,1.24378
590.4,,,,,,1.2445
590.6,,,,,,1.24421
590.8,,,,,,1.24416
591.0,,,,,,1.2432
591.2,,,,,,1.24291
591.4,,,,,,1.24251
591.6,,,,,,1.2425
591.8,,,,,,1.24332
592.0,,,,,,1.24342
592.2,,,,,,1.24332
592.4,,,,,,1.2439
592.6,,,,,,1.24384
592.8,,,,,,1.24338
593.0,,,,,,1.24429
593.2,,,,,,1.24337
593.4,,,,,,1.24404
593.6,,,,,,1.24388
593.8,,,,,,1.24365
594.0,,,,,,1.24318
594.2,,,,,,1.24407
594.4,,,,,,1.24351
594.6,,,,,,1.24333
594.8,,,,,,1.24297
595.0,,,,,,1.24374
595.2,,,,,,1.24299
595.4,,,,,,1.24208
595.6,,,,,,1.24176
595.8,,,,,,1.24273
596.0,,,,,,1.24229
596.2,,,,,,1.24215
596.4,,,,,,1.24205
596.6,,,,,,1.24251
596.8,,,,,,1.24255
597.0,,,,,,1.24177
597.2,,,,,,1.24352
597.4,,,,,,1.24434
597.6,,,,,,1.24395
597.8,,,,,,1.24358
598.0,,,,,,1.24433
598.2,,,,,,1.24317
598.4,,,,,,1.24245
598.6,,,,,,1.24372
598.8,,,,,,1.24362
599.0,,,,,,1.24284
599.2,,,,,,1.2432
599.4,,,,,,1.24339
599.6,,,,,,1.24295
599.8,,,,,,1.24285
600.0,,,,,,1.24365
600.2,,,,,,1.24185
600.4,,,,,,1.24234
600.6,,,,,,1.2417
600.8,,,,,,1.24237
601.0,,,,,,1.242
601.2,,,,,,1.24278
601.4,,,,,,1.24233
601.6,,,,,,1.24273
601.8,,,,,,1.24252
602.0,,,,,,1.24294
602.2,,,,,,1.24227
602.4,,,,,,1.24237
602.6,,,,,,1.24147
602.8,,,,,,1.24168
603.0,,,,,,1.24112
603.2,,,,,,1.24295
603.4,,,,,,1.24317
603.6,,,,,,1.24377
603.8,,,,,,1.24315
604.0,,,,,,1.24307
604.2,,,,,,1.24201
604.4,,,,,,1.24206
604.6,,,,,,1.24167
604.8,,,,,,1.24242
605.0,,,,,,1.24301
605.2,,,,,,1.24291
605.4,,,,,,1.2418
605.6,,,,,,1.24111
605.8,,,,,,1.24178
606.0,,,,,,1.24132
606.2,,,,,,1.2416
606.4,,,,,,1.24121
606.6,,,,,,1.24231
606.8,,,,,,1.24041
607.0,,,,,,1.24065
607.2,,,,,,1.23991
607.4,,,,,,1.24036
607.6,,,,,,1.24009
607.8,,,,,,1.24039
608.0,,,,,,1.24088
608.2,,,,,,1.24207
608.4,,,,,,1.24187
608.6,,,,,,1.24186
608.8,,,,,,1.24302
609.0,,,,,,1.24212
609.2,,,,,,1.242
609.4,,,,,,1.2429
609.6,,,,,,1.24208
609.8,,,,,,1.2409
610.0,,,,,,1.24156
610.2,,,,,,1.2412
610.4,,,,,,1.2411
610.6,,,,,,1.24188
610.8,,,,,,1.24228
611.0,,,,,,1.24193
611.2,,,,,,1.24224
611.4,,,,,,1.24283
611.6,,,,,,1.24358
611.8,,,,,,1.24346
612.0,,,,,,1.24389
612.2,,,,,,1.24348
612.4,,,,,,1.243
612.6,,,,,,1.24207
612.8,,,,,,1.24236
613.0,,,,,,1.24136
613.2,,,,,,1.24226
613.4,,,,,,1.24195
613.6,,,,,,1.2418
613.8,,,,,,1.24259
614.0,,,,,,1.24341
614.2,,,,,,1.24277
614.4,,,,,,1.24383
614.6,,,,,,1.24443
614.8,,,,,,1.24309
615.0,,,,,,1.24236
615.2,,,,,,1.24244
615.4,,,,,,1.24212
615.6,,,,,,1.24121
615.8,,,,,,1.24142
616.0,,,,,,1.24161
616.2,,,,,,1.24224
616.4,,,,,,1.2418
616.6,,,,,,1.24196
616.8,,,,,,1.2423
617.0,,,,,,1.2424
617.2,,,,,,1.24147
617.4,,,,,,1.24163
617.6,,,,,,1.24274
617.8,,,,,,1.2429
618.0,,,,,,1.24303
618.2,,,,,,1.24294
618.4,,,,,,1.24347
618.6,,,,,,1.24295
618.8,,,,,,1.24308
619.0,,,,,,1.24297
619.2,,,,,,1.24314
619.4,,,,,,1.24198
619.6,,,,,,1.24244
619.8,,,,,,1.24198
620.0,,,,,,1.2417
620.2,,,,,,1.24137
620.4,,,,,,1.24195
620.6,,,,,,1.24159
620.8,,,,,,1.24167
621.0,,,,,,1.24253
621.2,,,,,,1.24292
621.4,,,,,,1.24254
621.6,,,,,,1.24213
621.8,,,,,,1.24222
622.0,,,,,,1.24131
622.2,,,,,,1.24121
622.4,,,,,,1.24126
622.6,,,,,,1.24166
622.8,,,,,,1.24184
623.0,,,,,,1.2422
623.2,,,,,,1.24233
623.4,,,,,,1.24242
623.6,,,,,,1.24221
623.8,,,,,,1.24147
624.0,,,,,,1.24175
624.2,,,,,,1.24113
624.4,,,,,,1.2416
624.6,,,,,,1.24202
624.8,,,,,,1.24219
625.0,,,,,,1.24274
625.2,,,,,,1.24301
625.4,,,,,,1.24294
625.6,,,,,,1.24247
625.8,,,,,,1.24266
626.0,,,,,,1.24156
